TimeUtc,BCG_amp1,BCG_amp2,BCG_amp3,BCG_amp4,BCG_amp5,BCG_amp6,BCG_amp7,BCG_amp8,BCG_amp9,BCG_amp10,BCG_amp11,BCG_amp12,BCG_amp13,BCG_amp14,BCG_amp15,BCG_amp16,BCG_amp17,BCG_amp18,BCG_amp19,BCG_amp20,HR [bpm]
17:01:14,-6.18613,-5.72688,-8.58757,-7.97976,-7.83225,-8.00937,-7.48168,-6.62173,-5.91032,-7.658,-6.94811,-6.80105,-7.41901,-5.53734,-2.89976,-5.97104,-6.88906,-7.80051,-7.73002,-8.7092,83.0500035
17:01:15,-7.5385,-8.54259,-9.46922,-9.92557,-12.9853,-11.1397,-11.6457,-13.3715,-14.6745,-12.7647,-11.8952,-13.168,-14.3822,-13.8014,-12.9251,-10.9878,-11.8118,-11.5892,-11.7172,-11.9035,83.200005
17:01:16,-12.8742,-11.2986,-9.37082,-6.35862,-5.3854,-6.08342,-4.90821,-7.32638,-4.89577,-5.2677,-4.22533,-5.95427,-5.96707,-3.88876,-5.51092,-4.27307,-1.24676,0.667735,-2.12051,-0.617778,85.5500035
17:01:17,1.19131,-1.94027,-4.10205,-6.3249,-6.56668,-6.97423,-8.08489,-5.22443,-8.31112,-6.55162,-5.22188,-4.96118,-2.1545,-0.609962,-2.68869,-0.761345,-0.0456352,-0.0505371,-0.540393,-0.0522461,87.900002
17:01:18,-0.748939,-0.396906,0.952698,3.64325,1.62819,-0.646479,-0.664426,-3.74874,-1.62504,-3.63741,-5.48956,-7.35318,-10.1546,-11.0167,-10.873,-11.315,-11.8286,-11.441,-11.5987,-11.4878,89.8500025
17:01:19,-11.5342,-11.0909,-11.8902,-11.6933,-10.9964,-10.8312,-11.0723,-11.413,-12.6511,-13.7185,-13.7433,-11.2826,-13.3795,-11.3898,-13.1246,-13.4674,-13.9192,-14.3974,-13.3048,-12.2387,93.300003
17:01:20,-12.6416,-12.1434,-12.7636,-13.0826,-13.1573,-14.247,-15.2662,-15.4598,-15.1442,-15.485,-15.8935,-16.9227,-17.1854,-17.3651,-18.0358,-18.0358,-20.7093,-22.0693,-22.0693,-22.2792,95.450001
17:01:21,-21.6568,-21.5762,-24.6599,-25.7797,-26.5836,-26.8034,-26.5413,-26.5752,-25.9635,-25.6105,-27.0517,-25.4346,-25.3026,-24.9481,-22.5616,-19.4436,-19.7313,-19.2619,-20.3151,-20.3151,97.250004
17:01:22,-18.1243,-16.0149,-16.6564,-17.1636,-15.408,-17.165,-17.8172,-20.2434,-22.5507,-24.2266,-23.6504,-22.2719,-25.1975,-22.7747,-20.5443,-18.5235,-16.3737,-17.0982,-15.808,-14.6699,97.0
17:01:23,-15.4933,-15.4479,-15.6675,-14.8958,-12.8687,-13.9794,-12.7884,-10.0744,-7.03977,-4.05484,-3.68169,-3.17299,-3.30434,-3.3172,-3.11596,-2.24374,-1.10872,-1.72837,-2.97247,-2.72501,96.200001
17:01:24,-1.54828,-2.86968,-2.74739,-3.52734,-1.58888,-3.35412,-3.46415,-1.13236,-0.194473,-1.49226,-2.11235,-1.51315,-0.992822,-2.83682,-2.83682,-1.57775,-3.29124,-2.13747,-1.8357,-1.94629,96.300003
17:01:25,-2.19394,-1.9571,-1.18594,-0.555773,-1.49509,-1.64112,-0.809523,-1.23906,-1.60192,-1.95079,-0.456673,-0.444025,-0.634295,-2.06567,-0.381092,-0.150749,1.08095,3.31584,3.16481,1.37615,96.1000025
17:01:26,-1.07486,-1.90935,0.126921,-1.73987,-1.18803,0.301819,-1.67202,-2.1415,-0.786953,-3.487,-0.808817,1.0548,-1.49267,-4.22354,-2.53557,-2.62949,-2.78212,-2.58912,-0.802389,-0.755577,97.150002
17:01:27,-1.96262,-2.60931,-0.201628,0.194818,-0.623905,-1.66744,-3.11234,-2.63577,-1.0586,2.07506,1.70803,0.398689,-0.997272,-2.20922,-1.63401,-4.56664,-1.93913,-1.24757,-1.73622,-3.69908,98.099998
17:01:28,-2.17538,-2.24842,-1.90258,-3.41109,-0.33551,-2.16168,-5.30157,-7.41368,-8.28419,-7.96141,-10.6904,-12.6905,-15.7348,-18.3145,-19.0673,-20.3988,-21.8297,-21.987,-20.8203,-22.0597,99.6500015
17:01:29,-19.1347,-21.7135,-20.5072,-21.1974,-18.2531,-20.3555,-18.1464,-20.8619,-21.7614,-21.8334,-20.8622,-23.8871,-24.4519,-27.067,-30.1889,-30.3156,-30.7406,-30.827,-30.7586,-29.7021,100.6500015
