TimeUtc,BCG_amp1,BCG_amp2,BCG_amp3,BCG_amp4,BCG_amp5,BCG_amp6,BCG_amp7,BCG_amp8,BCG_amp9,BCG_amp10,BCG_amp11,BCG_amp12,BCG_amp13,BCG_amp14,BCG_amp15,BCG_amp16,BCG_amp17,BCG_amp18,BCG_amp19,BCG_amp20,HR [bpm]
16:51:35,-1.34827,-1.48249,-1.27144,-3.74659,-1.04894,-0.155913,-0.435709,-0.503344,-0.74858,-0.709562,-0.23926,-0.869935,-1.0649,-0.628217,0.0977993,-1.33543,-1.45625,-1.76953,-1.20451,-0.698816,92.800003
16:51:36,-0.243056,-0.813647,-0.398972,0.872188,1.55798,1.40693,2.92092,4.42116,4.74359,4.99242,5.14807,5.46126,5.07738,5.32618,5.50303,5.13912,5.83709,5.68999,4.88374,5.3477,90.900002
16:51:37,3.98967,4.01072,5.85258,4.79979,7.9287,6.54902,5.45387,6.00271,7.34069,5.44495,6.52678,6.23695,5.94191,5.61558,6.1045,5.77396,6.09764,8.0522,6.40658,5.85385,90.700005
16:51:38,8.38241,11.0688,11.491,9.48048,10.514,11.0196,12.226,11.6588,10.7411,11.1278,10.6056,11.2248,13.3765,12.971,12.1623,11.047,11.3445,10.7564,11.417,10.8503,90.549999
16:51:39,9.1702,7.78627,6.75151,5.88241,5.52708,4.10355,5.82704,5.6937,5.46201,6.06354,5.69227,6.05998,5.734,4.6859,6.79039,9.80502,11.9065,12.4426,11.9955,12.6104,90.099998
16:51:40,10.5128,12.3467,12.1754,10.9704,13.4339,14.6787,17.3065,18.446,18.6659,19.9702,18.4457,16.9414,19.0891,18.9732,17.6692,18.9617,18.6183,18.0838,18.0017,18.6693,90.5
16:51:41,19.0445,19.135,18.801,18.801,18.7648,18.9251,20.6668,18.0473,19.2799,18.8654,19.7001,20.1378,18.0958,19.4611,20.2769,20.6383,20.7869,19.5836,19.1833,18.7129,89.5
16:51:42,17.9124,15.7584,15.3929,17.5072,16.1229,16.1229,16.1229,16.8954,16.8954,16.8954,16.8954,17.4093,18.3564,16.7247,19.306,18.5434,17.2534,18.8863,18.8863,17.9102,89.9000015
16:51:43,16.584,19.3842,18.0276,19.4102,19.0077,20.036,19.6572,17.7093,17.4503,20.0939,18.9315,19.439,20.3377,20.0912,20.1394,17.4502,16.1576,16.1576,17.1767,16.3543,90.800003
16:51:44,16.4476,16.481,17.1116,16.231,16.0408,16.9157,17.8442,17.7655,18.1002,17.2098,17.2203,16.9348,16.6256,17.0287,16.0455,17.0929,16.9496,17.3099,17.7552,17.4954,91.3500025
16:51:45,18.0954,16.6415,16.2725,17.0946,18.3721,17.9595,16.7644,17.161,17.0748,16.8244,17.9945,15.2496,12.4096,11.2299,9.91722,12.2772,15.0039,17.4844,18.9919,17.0369,91.800003
