TimeUtc,BCG_amp1,BCG_amp2,BCG_amp3,BCG_amp4,BCG_amp5,BCG_amp6,BCG_amp7,BCG_amp8,BCG_amp9,BCG_amp10,BCG_amp11,BCG_amp12,BCG_amp13,BCG_amp14,BCG_amp15,BCG_amp16,BCG_amp17,BCG_amp18,BCG_amp19,BCG_amp20,HR [bpm]
11:05:08,106.128,105.865,105.518,105.048,104.513,103.959,103.348,102.777,102.257,101.658,101.082,100.534,99.9385,99.3774,98.946,98.5817,98.3393,98.1855,98.0922,98.0303,62.8500005
11:05:09,98.0794,98.2089,98.3655,98.5722,98.7826,98.9779,99.1668,99.3112,99.4303,99.5903,99.6744,99.7151,99.8731,100.065,100.298,100.668,101.098,101.457,101.591,101.742,63.5
11:05:10,101.941,102.192,102.46,102.753,103.375,104.062,104.716,105.213,105.473,105.712,105.78,105.464,105.184,104.91,104.409,104.019,103.723,103.742,103.954,104.103,63.200001
11:05:11,104.528,104.827,104.76,104.765,104.812,104.259,104.06,103.623,102.566,101.968,101.509,101.079,100.534,100.14,99.7095,99.5617,99.3735,99.0776,98.6826,98.2304,63.0
11:05:12,97.8751,97.4971,97.1375,96.8862,96.7287,96.5436,96.2764,96.0185,95.8151,95.6528,95.7113,95.9276,96.2046,96.5662,96.9393,97.2701,97.5372,97.7213,97.8938,98.0075,63.0
11:05:13,98.1678,98.3264,98.5511,98.9293,99.3021,99.4559,99.4262,99.624,99.6339,99.771,100.058,100.323,100.615,100.874,100.981,101.02,100.98,100.988,101.056,101.174,63.5
11:05:14,101.375,101.595,101.831,102.015,102.116,102.076,102.041,102.039,102.101,102.118,102.07,102.006,101.921,101.704,101.352,100.982,100.596,100.225,99.9342,99.6659,63.0
11:05:15,99.3793,99.1072,98.8255,98.5168,98.2379,97.9573,97.7076,97.5185,97.432,97.3519,97.3723,97.4266,97.5044,97.5894,97.7139,97.8742,98.0674,98.2746,98.5258,98.8656,62.5
11:05:16,99.1872,99.5483,99.8105,99.9185,100.056,100.267,100.533,100.819,101.099,101.424,101.731,101.953,102.138,102.303,102.501,102.723,102.953,103.176,103.391,103.654,63.200001
11:05:17,103.944,104.206,104.408,104.556,104.776,104.973,105.224,105.513,105.87,106.224,106.502,106.702,106.888,107.061,107.208,107.328,107.365,107.307,107.141,106.843,62.700001
11:05:18,106.55,106.048,105.462,104.828,104.311,103.864,103.392,102.955,102.614,102.158,101.677,101.097,100.591,100.087,99.6977,99.2826,98.9135,98.6429,98.5419,98.6263,62.299999
11:05:19,98.7969,99.0108,99.2685,99.6495,100.174,100.705,101.296,101.86,102.352,102.711,102.938,103.085,103.225,103.38,103.488,103.718,103.902,104.062,104.256,104.515,62.5
11:05:20,104.694,104.937,105.144,105.452,105.791,106.107,106.47,106.871,107.201,107.256,107.4,107.427,107.507,107.613,107.697,107.753,107.849,107.949,108.057,108.164,62.299999
11:05:21,108.287,108.325,108.335,108.409,108.207,108.017,107.842,107.548,107.071,106.445,105.805,105.189,104.553,104.005,103.478,102.955,102.477,102.001,101.591,101.202,61.900002
11:05:22,100.67,100.215,99.7848,99.5604,99.3158,99.223,99.404,99.5841,99.7497,99.9687,100.111,100.273,100.401,100.489,100.529,100.716,100.784,100.909,100.995,100.88,61.799999
