TimeUtc,BCG_amp1,BCG_amp2,BCG_amp3,BCG_amp4,BCG_amp5,BCG_amp6,BCG_amp7,BCG_amp8,BCG_amp9,BCG_amp10,BCG_amp11,BCG_amp12,BCG_amp13,BCG_amp14,BCG_amp15,BCG_amp16,BCG_amp17,BCG_amp18,BCG_amp19,BCG_amp20,HR [bpm]
11:42:04,-2.65258,-2.48909,-2.27889,-2.12218,-2.00868,-1.91991,-1.80483,-1.62157,-1.52046,-1.50448,-1.3859,-1.15982,-0.896336,-0.831622,-0.71125,-0.578813,-0.421784,-0.326547,-0.246919,-0.228377,62.0
11:42:06,-0.137018,-0.322684,-0.455356,-0.609691,-0.805374,-0.998585,-1.18824,-1.38782,-1.59979,-1.87566,-2.14186,-2.31776,-2.47464,-2.54186,-2.51013,-2.47879,-2.47874,-2.52971,-2.64319,-2.7326,61.400002
11:42:07,-2.7396,-2.60648,-2.39174,-2.11424,-1.78708,-1.44052,-1.05878,-0.694904,-0.518889,-0.446542,-0.317382,-0.0814593,0.168776,0.427557,0.723175,1.01131,1.23557,1.33131,1.35097,1.35845,61.4000015
11:42:08,1.36071,1.35076,1.36004,1.39314,1.45017,1.47679,1.48979,1.55239,1.42537,1.14976,1.0559,1.1147,1.10629,1.00464,0.898717,0.75466,0.526176,0.170904,-0.224196,-0.626005,61.5
11:42:09,-0.998725,-1.41339,-1.82163,-2.0163,-1.28341,1.04545,0.771265,-0.354194,-1.74456,-0.182886,0.554719,1.85252,1.34017,3.11082,4.90625,5.53692,5.35479,5.72264,6.83313,8.00863,61.299999
11:42:10,10.8107,13.4979,15.9689,17.581,19.4286,17.4356,17.8551,20.8544,22.7353,23.8652,24.9764,25.9904,26.833,27.1329,26.7666,25.9814,23.0194,21.7334,19.9842,22.2096,62.0
11:42:11,19.4293,20.4933,20.3363,17.871,15.6093,14.4445,11.8338,13.5114,10.4889,12.9589,10.9814,13.2551,10.9575,8.91958,8.49552,5.84335,7.36121,8.16731,5.94059,5.71834,61.700001
11:42:12,7.45255,8.43959,5.70497,6.47591,6.70523,7.02017,6.33876,6.54629,6.21931,4.30045,6.23978,4.53857,3.51253,2.84003,2.55691,2.62293,2.61444,2.71396,2.8272,3.16378,62.400002
11:42:13,3.1937,3.16014,2.99782,2.5375,2.11196,1.31122,0.446891,-1.90669,-0.855565,0.733168,3.30115,0.613273,-1.46919,1.40584,1.40584,3.6575,1.38366,3.72499,6.01676,7.37151,63.400002
11:42:14,7.65893,6.59346,6.4205,6.19926,6.47959,6.14043,5.13229,4.83985,3.31675,1.58312,0.965014,0.47084,-1.16163,-1.8767,-3.35766,-0.790973,-2.66247,-4.30796,-1.83823,-2.78976,63.0
11:42:15,-1.57839,-0.989439,-1.12011,-1.36844,-1.61075,-1.84677,-2.23349,-2.56085,-2.6748,-2.51572,-1.98381,-1.72718,-1.71122,-1.87203,-2.19951,-2.65992,-3.02871,-3.20846,-3.22169,-3.10904,62.700001
11:42:16,-3.02881,-3.12734,-3.42435,-3.47586,-3.59259,-3.5016,-3.22261,-3.01215,-2.79956,-2.68059,-2.61994,-2.56038,-2.4837,-2.44893,-2.41257,-2.34912,-2.27389,-2.1348,-1.97453,-1.86756,62.799999
11:42:17,-1.84863,-1.84514,-1.75728,-1.62571,-1.4755,-1.32029,-1.17531,-1.10098,-1.11772,-1.14683,-1.1153,-1.09576,-1.10236,-1.06782,-0.99842,-0.945467,-0.888082,-0.826107,-0.780945,-0.906587,63.200001
11:42:18,-0.988309,-1.01638,-1.04988,-1.07369,-0.916903,-0.854857,-0.817956,-0.808993,-0.889962,-0.926383,-0.955961,-1.03188,-1.038,-0.94891,-0.937237,-1.0089,-1.07829,-1.16415,-1.33184,-1.58924,62.799999
11:42:19,-1.68273,-1.7459,-1.8351,-1.86689,-1.93804,-2.07321,-2.30746,-2.67538,-3.09149,-3.52519,-3.90041,-4.0976,-4.09151,-4.07482,-4.08713,-3.94712,-3.76515,-3.56617,-3.4165,-3.21634,62.600002
11:42:20,-2.97918,-2.84493,-2.64957,-2.45051,-2.36508,-2.35017,-2.36878,-2.33787,-2.24743,-2.16251,-2.07067,-1.94688,-1.83398,-1.74096,-1.64327,-1.56171,-1.53663,-1.63142,-1.61684,-1.58531,62.900002
11:42:21,-1.62545,-1.56732,-1.44954,-1.43827,-1.37963,-1.41611,-1.5128,-1.53331,-1.59904,-1.6617,-1.62627,-1.56191,-1.55633,-1.544,-1.53078,-1.61135,-1.68908,-1.83508,-1.87559,-1.92152,62.600002
11:42:22,-1.87975,-1.72605,-1.56338,-1.52414,-1.44117,-1.49192,-1.6582,-1.83397,-2.02162,-2.22975,-2.45666,-2.74898,-3.02864,-3.27048,-3.49115,-3.59141,-3.91511,-4.06228,-4.1339,-4.21738,62.299999
