TimeUtc,BCG_amp1,BCG_amp2,BCG_amp3,BCG_amp4,BCG_amp5,BCG_amp6,BCG_amp7,BCG_amp8,BCG_amp9,BCG_amp10,BCG_amp11,BCG_amp12,BCG_amp13,BCG_amp14,BCG_amp15,BCG_amp16,BCG_amp17,BCG_amp18,BCG_amp19,BCG_amp20,HR [bpm]
11:38:39,20.9556,20.9493,20.9566,20.9571,20.9572,20.9545,20.9448,20.9947,20.8779,21.0224,20.9335,20.9668,20.9039,20.9462,20.9688,20.9417,20.97,20.9403,20.9511,20.9571,150.070221
11:38:40,20.9412,20.9562,21.093,20.9216,21.2901,20.8559,20.9055,20.9592,20.9427,20.9541,20.9487,20.9438,20.9447,20.9488,20.9529,20.9407,20.9548,20.9485,20.9503,20.9421,138.390625
11:38:42,20.9493,20.9456,20.935,20.9449,20.9483,20.9461,20.9463,20.9504,20.9472,20.9433,20.9427,20.945,20.9457,20.9461,20.9424,20.9362,20.9429,20.9375,20.9414,20.9502,122.298893
11:38:43,20.9436,20.9398,20.9363,20.9382,20.9389,20.9467,20.9417,20.9434,20.9476,20.9501,20.9452,20.9426,20.9364,20.9431,20.9376,20.9347,20.9393,20.9354,20.9346,20.9378,114.101944
11:38:45,20.9355,20.9272,20.9275,20.9291,20.9338,20.9335,20.9208,20.9259,20.9286,20.9192,20.9301,20.9401,20.9332,20.9208,20.9287,20.9247,20.9229,20.9221,20.9267,20.927,101.752548
11:38:47,20.9273,20.9187,20.9167,20.9143,20.9175,20.9219,20.9202,20.9188,20.9185,20.9245,20.9232,20.9135,20.9175,20.9201,20.9198,20.917,20.9223,20.9165,20.9104,20.9153,103.67203
11:38:48,20.9184,20.9161,20.9129,20.9133,20.9177,20.9268,20.9163,20.9139,20.9146,20.9167,20.919,20.9099,20.9137,20.9107,20.9159,20.9164,20.91,20.9108,20.9113,20.9132,117.345062
11:38:52,21.1231,21.2533,21.4283,22.013,22.0193,22.7344,19.756,21.3956,21.0622,21.0894,21.3496,20.8869,20.7833,21.4713,20.3584,20.7652,21.3869,19.709,21.3203,21.9491,102.64109
11:38:53,21.0855,21.0424,21.1083,21.0055,21.2505,20.6525,20.6027,21.426,21.358,20.3043,20.6453,20.7691,20.4605,20.8263,20.5465,20.4896,20.9387,20.7815,20.8533,21.339,99.69133
11:39:15,-2.59619,-2.54445,-2.54938,-2.58666,-2.58488,-2.60185,-2.53761,-2.68877,-2.66988,-2.61333,-2.5629,-2.56773,-2.57736,-2.56528,-2.47391,-2.63054,-2.60211,-2.65412,-2.52077,-2.63515,91.70691166666666
11:39:16,-2.52471,-2.49724,-2.6305,-2.57619,-2.54566,-2.61433,-2.38442,-2.75206,-2.61823,-2.46315,-2.52219,-2.44767,-2.4919,-2.68037,-2.44826,-2.72927,-2.43715,-2.5351,-2.51691,-2.78977,111.1480255
11:39:18,-2.76895,-2.94075,-3.95415,-3.3765,-2.47174,-3.4202,-2.36731,-2.17868,-2.34201,-1.85972,-3.31986,-1.89148,-3.53,-2.17916,-0.114449,-3.07453,-1.35228,-3.62505,-2.72186,-3.145,101.720238
11:39:19,-2.85124,-2.53688,-2.31218,-2.76993,-2.48738,-2.82181,-2.57322,-2.18298,-2.71428,-3.67501,-2.30292,-1.48631,-2.86248,-2.222,-2.21211,-2.65302,-2.5419,-2.103,-2.98814,-2.62683,95.541946
11:39:25,5.34128,3.85872,3.51753,3.18946,3.14132,3.18813,1.9215,3.478,3.56671,3.30434,2.91902,3.02834,3.09742,3.13572,3.22397,3.17701,3.1897,3.01655,2.88796,3.36448,81.3125
11:39:26,3.16608,3.22485,3.16152,3.25326,3.18084,3.1887,3.18554,3.18891,3.18304,3.18408,3.19167,3.1855,3.18104,3.1831,3.1856,3.18586,3.19097,3.17933,3.18216,3.1771,80.569916
11:39:27,3.18711,3.18397,3.18481,3.18666,3.18846,3.18195,3.18723,3.18284,3.18426,3.18783,3.18026,3.18395,3.18665,3.18279,3.18278,3.18252,3.17883,3.17828,3.18212,3.18147,82.449074
11:39:32,3.17183,3.16932,3.16482,3.16272,3.17722,3.17168,3.16389,3.166,3.17645,3.1705,3.16401,3.16891,3.16179,3.16885,3.16713,3.176,3.16253,3.17084,3.16858,3.16692,73.271919
11:39:44,3.14678,3.14765,3.15198,3.14791,3.14521,3.14214,3.13984,3.14781,3.14405,3.13882,3.14436,3.14177,3.14426,3.13967,3.14211,3.14827,3.14457,3.1401,3.14174,3.14429,64.475578
11:40:27,-1.30454,-1.40127,-1.28481,-1.24792,-1.35651,-1.41352,-1.35465,-1.26947,-1.3186,-1.40831,-1.37235,-1.25727,-1.29836,-1.29847,-1.25592,-1.36799,-1.28913,-1.46471,-1.36168,-1.44239,56.174709
11:40:28,-1.33403,-1.31417,-1.39107,-1.31496,-1.30434,-1.33225,-1.28884,-1.39152,-1.26526,-1.34069,-1.22519,-1.36496,-1.27835,-1.2425,-1.24323,-1.38012,-1.33054,-1.27891,-1.32248,-1.37485,55.377552
11:40:37,-1.34797,-1.28293,-1.38282,-1.42213,-1.38258,-1.33997,-1.3157,-1.19092,-1.26811,-1.33073,-1.3486,-1.35292,-1.29158,-1.36021,-1.39898,-1.27944,-1.06601,-0.657803,-0.696851,-1.29156,59.7117445
11:40:42,-5.07198,-7.37512,-8.5097,-9.0294,-9.01688,-8.47795,-7.48068,-5.84409,-3.95586,-3.06284,-2.72345,-2.84526,-3.11949,-3.09277,-2.66121,-1.96797,-1.33344,-1.09552,-1.17485,-1.39473,62.948368
11:40:44,0.8255,-1.36772,1.03955,0.838287,-1.52698,-2.77415,-3.67509,-4.14096,-4.73619,-6.22168,-5.82822,-3.54755,-1.65979,-2.79366,-3.56358,-1.27248,1.44135,4.33957,4.2325,3.83395,60.7052685
11:40:45,4.57739,3.45406,2.11169,4.6394,3.80888,3.77191,3.78275,2.66803,4.78941,3.50021,0.509888,-2.36349,-2.23688,-2.49509,-2.54102,-2.74197,-2.74983,-2.70789,-2.59781,-2.38846,67.625
11:40:46,-2.38846,-2.56834,-2.75227,-2.11366,-3.16219,-2.87338,-1.96922,-2.34785,-2.90954,-2.65165,-2.74113,-2.60285,-2.74443,-2.82669,-2.77053,-2.72338,-2.61319,-2.69515,-2.8176,-2.79646,65.877548
11:40:47,-2.69982,-2.71518,-2.71872,-2.7167,-2.71784,-2.7196,-2.71598,-2.71235,-2.71781,-2.72003,-2.72069,-2.71584,-2.71803,-2.72447,-2.72163,-2.72871,-2.71629,-2.71989,-2.71836,-2.72213,70.592468
